"","OTU","OTU_sum","Domain","Phylum","Class","Order","Family","Genus","Species","Taxon","Taxon.Level","Trophic.Mode","Guild","Growth.Morphology","Trait","Confidence.Ranking","Notes","Citation.Source"
"2458","OTU761",423,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Coniochaetales","f:Coniochaetaceae","g:Coniochaeta","UNKNOWN","Coniochaetaceae","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Possible","Common Name - Rust Fungus; Saprobic on wood  and bark (especially in dry habitats), coprophilous or isolated from soil and similar substrata (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Damm U, et al. 2010. Persoonia 24:60-80; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]'"
"1598","OTU3742",422,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2438","OTU741",422,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2489","OTU796",422,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"397","OTU1539",421,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Ascobolaceae","g:Ascobolus","UNKNOWN","Ascobolaceae","9","Saprotroph","Dung Saprotroph-Soil Saprotroph-Wood Saprotrop","NULL","NULL","Probable","NULL","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"1972","OTU445",421,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2417","OTU720",421,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pyronemataceae","g:Acervus","s:Acervus_flavidus_SH1241538.08FU","Acervus","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"2592","OTU909",421,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1513","OTU3577",420,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2444","OTU747",420,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2462","OTU765",418,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Cystofilobasidiales","f:Cystofilobasidiaceae","g:Cystofilobasidium","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1970","OTU4445",417,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"76","OTU1093",414,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2379","OTU680",414,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Spizellomycetaceae","g:Kochiomyces","UNKNOWN","Spizellomycetaceae","9","Pathotroph","Plant Pathogen-Undefined Parasite-Undefined Saprotroph","Microfungus","NULL","Probable","Common in the soil and also as parasites of a range of soil organisms and plants (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"1288","OTU309",413,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2449","OTU752",413,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2547","OTU857",413,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2431","OTU735",410,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2487","OTU794",410,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Claroideoglomeraceae","g:Claroideoglomus","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2430","OTU734",407,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Nectriaceae","g:Nectria","UNKNOWN","Hypocreales","7","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Possible","NULL","b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'"
"2421","OTU724",403,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2320","OTU619",402,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2273","OTU574",401,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Leptosphaeriaceae","g:Heterospora","UNKNOWN","Leptosphaeriaceae","9","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","Microfungus","NULL","Probable","Saprobic or weakly necrotrophic on stems or leaves (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"2383","OTU687",401,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Botryosphaeriales","f:Planistromellaceae","g:Ramimonilia","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2476","OTU782",401,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"802","OTU2161",399,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1482","OTU3500",399,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2254","OTU556",397,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1674","OTU389",395,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"25","OTU1030",394,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2404","OTU709",394,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"17","OTU1020",392,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Preussia","UNKNOWN","Sporormiaceae","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Microfungus","NULL","Probable","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"574","OTU1793",392,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1533","OTU3601",392,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2479","OTU785",391,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","f:Pyronemataceae","g:Lasiobolidium","s:Lasiobolidium_spirale_SH1177760.08FU","Lasiobolidium","13","Saprotroph","Dung Saprotroph-Undefined Saprotroph","NULL","NULL","Highly Probable","NULL","b'Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688'"
"2637","OTU956",391,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2437","OTU740",389,"d:Fungi","p:Ascomycota","c:Lecanoromycetes","o:Acarosporales","f:Acarosporaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1595","OTU3738",388,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1932","OTU438",387,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2439","OTU742",387,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2478","OTU784",386,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2595","OTU912",383,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2191","OTU495",381,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2259","OTU560",381,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2467","OTU771",377,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2440","OTU743",376,"d:Fungi","p:Ascomycota","c:Pezizomycetes","o:Pezizales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2318","OTU617",374,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2347","OTU648",372,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2401","OTU704",370,"d:Fungi","p:Basidiomycota","c:Exobasidiomycetes","o:Microstromatales","f:Quambalariaceae","g:Quambalaria","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2446","OTU749",369,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1556","OTU3650",368,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2407","OTU711",366,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2508","OTU819",366,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2434","OTU738",364,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Hypocreaceae","g:Trichoderma","s:Trichoderma_harzianum_SH1552633.08FU","Hypocreales","7","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Possible","NULL","b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'"
"2526","OTU837",362,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Phaeosphaeriaceae","g:Phaeosphaeria","UNKNOWN","Phaeosphaeriaceae","9","Pathotroph-Saprotroph","Fungal Parasite-Plant Pathogen-Plant Saprotroph","Microfungus","NULL","Probable","Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"2091","OTU4663",361,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"936","OTU2374",360,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Preussia","UNKNOWN","Sporormiaceae","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Microfungus","NULL","Probable","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"2537","OTU847",360,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2490","OTU797",359,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2464","OTU768",358,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Entolomataceae","g:Entoloma","UNKNOWN","Entolomataceae","9","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph","Agaricoid","NULL","Possible","Saprobic or ectomycorrhizal, in both broadleaved and coniferous forests; a few species associated with other substrata such as dung and mosses (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; List compiled by John Plischke III (http://home.comcast.net/~grifola/fungionfungi.pdf)'"
"156","OTU1195",357,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2409","OTU713",357,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1817","OTU4181",356,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2413","OTU717",354,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2644","OTU966",353,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","UNKNOWN","UNKNOWN","UNKNOWN","Glomeromycota","3","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2474","OTU780",350,"d:Fungi","p:Basidiomycota","c:Malasseziomycetes","o:Malasseziales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2622","OTU941",350,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"184","OTU1227",349,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","Glomeromycota","3","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"50","OTU1064",346,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","f:Bulleribasidiaceae","g:Vishniacozyma","s:Vishniacozyma_victoriae_SH1528207.08FU","Tremellales","7","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","Tremelloid-Yeast","NULL","Possible","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158'"
"2536","OTU846",345,"d:Fungi","p:Chytridiomycota","c:Rhizophlyctidomycetes","o:Rhizophlyctidales","f:Rhizophlyctidaceae","g:Rhizophlyctis","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2589","OTU906",345,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Cyphellophoraceae","g:Cyphellophora","UNKNOWN","Cyphellophoraceae","9","Pathotroph-Saprotroph","Animal Pathogen-Undefined Saprotroph","Facultative Yeast-Microfungus","NULL","Probable","Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)","b'Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337'"
"2129","OTU474",344,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Spizellomycetaceae","g:Spizellomyces","UNKNOWN","Spizellomycetaceae","9","Pathotroph","Plant Pathogen-Undefined Parasite-Undefined Saprotroph","Microfungus","NULL","Probable","Common in the soil and also as parasites of a range of soil organisms and plants (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge'"
"2590","OTU907",344,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2506","OTU816",341,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2494","OTU800",340,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lentitheciaceae","g:Keissleriella","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2559","OTU874",339,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2368","OTU668",336,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2517","OTU829",336,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1803","OTU4157",335,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lentitheciaceae","g:Keissleriella","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1789","OTU4135",333,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2165","OTU4805",333,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2486","OTU793",333,"d:Fungi","p:Chytridiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"248","OTU1315",330,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2495","OTU802",330,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2605","OTU923",329,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2577","OTU894",328,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1461","OTU346",327,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Diaporthales","f:Schizoparmaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2459","OTU762",327,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2488","OTU795",326,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2556","OTU868",326,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","Glomeromycota","3","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
"2482","OTU788",321,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","f:Orbiliaceae","g:Brachyphoris","s:Brachyphoris_oviparasitica_SH1518761.08FU","Brachyphoris","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"2511","OTU822",321,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2448","OTU751",320,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2455","OTU759",320,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1518","OTU3581",319,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2483","OTU789",319,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1325","OTU3172",318,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"2480","OTU786",318,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Claroideoglomeraceae","g:Claroideoglomus","s:Claroideoglomus_drummondii_SH1520441.08FU","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:1256688'"
"20","OTU1023",317,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Psathyrellaceae","UNKNOWN","UNKNOWN","Agaricales","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Possible","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford'"
"27","OTU1032",316,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"407","OTU155",316,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN","-","-","-","-","-","-","-","Unassigned","-"
"1589","OTU3720",316,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN","Glomerales","7","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable","NULL","b'Redecker D, et al. 2013. Mycorrhiza 23:515-531'"
